,Hindi,Sanskrit
2486,मुझे बताया गया है कि कई स्कूल अपने विद्यार्थियों को rocket launching दिखाने और उन्हें motivate करने के लिए tour पर भी ले जा रहे हैं |,अहं सूचितोऽस्मि यत् केचन विद्यालयाः स्वीय-विद्यार्थिनः रॉकेट्-इति प्रक्षेप्य-यानस्य प्रक्षेपणं प्रदर्शयितुं तांश्चोत्प्रेरयितुं अत्रत्यं पर्यटनमपि आयोजयन्ति।
2487,मैं सभी स्कूलों के Principal और शिक्षकों से आग्रह करूँगा कि आने वाले समय में वे इसका लाभ जरुर उठायें |,अहं सर्वेषां विद्यालयानां प्रधानाचार्यान् शिक्षकांश्च निवेदयामि यत्ते आगामिनि क्रमे एतस्य सौविध्यस्य लाभं नूनं गृह्णन्तु।
2488,"साथियो, मैं आपको एक और रोमांचक जानकारी देना चाहता हूँ |",अहं भवद्भ्यः अपरमेकं रोमाञ्चकं वृत्तं सूचयितुमिच्छामि।
2489,मैंने Namo App पर झारखण्ड के धनबाद के रहने वाले पारस का comment पढ़ा |,अहं ‘नमो’- एप्[Namo App] इत्यत्र झारखण्डस्य धनबादवासिनः पारस-नाम्नः टिप्पणीं पठितवान्।
2490,पारस चाहते हैं कि मैं ISRO के ‘युविका’ programme के बारे में युवा-साथियों को बताऊँ |,पारसः इच्छति यन्मया ‘इसरो’-संघटनस्य ‘युविका’ कार्यक्रमस्य विषये युवजनाः सूचनीयाः।
2491,"युवाओं को Science से जोड़ने के लिए ‘युविका’, ISRO का एक बहुत ही सराहनीय प्रयास है |",युवजनान् विज्ञानेन साकं योजयितुं ‘युविका’ इसरो-संघटनस्य बहु प्रशंसनीयः प्रयासः।
2492,2019 में यह कार्यक्रम स्कूली Students के लिए launch किया गया था |,एकोनविंशत्युत्तर-द्विसहस्रतमे वर्षे एषः कार्यक्रमः विद्यालयस्तरीय-विद्यार्थिनां कृते आरब्धः।
2493,‘युविका’ का मतलब है- “युवा विज्ञानी कार्यक्रम” (YUva Vigyani Karyakram) |,‘युविका’ अर्थात् ‘युव-विज्ञानि-कार्यक्रमः’।
2494,"यह कार्यक्रम हमारे vision, “जय जवान, जय किसान, जय विज्ञान, जय अनुसंधान” के अनुरूप है |","एषः कार्यक्रमः अस्माकं ‘जयतु  युवा, जयतु कृषकः, जयतु विज्ञानम्, जयतु अनुसन्धानम् - इत्यस्य अनुरूपोsस्ति।"
2495,"इस प्रोग्राम में, अपने exam के बाद, छुट्टियों में students, ISRO के अलग-अलग centres में जाकर Space Technology, Space Science और Space Applications के बारे में सीखते हैं |","अस्मिन् कार्यक्रमे विद्यार्थिनः परीक्षाऽनन्तरं अवकाश-काले इसरो-संघटनस्य विभिन्न-केन्द्राणि गत्वा अन्तरिक्ष-प्रविधिं, अन्तरिक्ष-विज्ञानं, अन्तरिक्ष-प्रयुक्तिं च अवगच्छन्ति।"
2496,आपको यदि यह जानना है training कैसी है ?,भवन्तः यदि ज्ञातुमिच्छन्ति यदेतत् प्रशिक्षणं कीदृशमस्ति?
2497,किस प्रकार की है ?,कियत्प्रकारकमस्ति?
2498,कितनी रोमांचक है ?,कियत् रोमाञ्चकं वास्ति?
2499,"पिछली बार जिन्होंने इसको attend किया है, उनके experience अवश्य पढ़ें |",तर्हि एतस्य पूर्व-सहभागिनां अनुभवान् भवन्तः अवश्यमेव पठन्तु।
2500,"मेरे युवा साथियों, मैं आपके लिए बताता हूँ, website का नाम लिख लीजिये और जरुर आज ही visit कीजिये – www.yuvika.isro.gov.in |","मम युव-सखायः! भवत्कृतेऽहं जालसंकेतं सूचयामि।लिखन्तु;
अद्यैव च अवश्यम् अन्वेषयन्तु?www.yuvika.isro.gov.in इति"
2501,"लिख लिया ना ?मेरे प्यारे देशवासियों, 31 जनवरी 2020 को लद्दाख़ की खूबसूरत वादियाँ, एक ऐतिहासिक घटना की गवाह बनी |",अपि लिखितं वा?अस्मिन् वर्षे जान्युआरि मासे एकत्रिंशत्तमे दिनांके लद्दाखस्य दर्शनीयाः उपत्यकाः एकस्याः ऐतिहासिक-घटनायाः साक्षिण्यः अभूवन्।
2502,लेह के कुशोक बाकुला रिम्पोची एयरपोर्ट से भारतीय वायुसेना के AN-32 विमान ने जब उड़ान भरी तो एक नया इतिहास बन गया |,लेहस्य कुशोक-बाकुला-रिम्पोची-विमानपत्तनात् भारतीय-वायुसेनायाः ‘ए.एन्.द्वात्रिंशत्-विमानं यदा उड्डीतं तदा अभिनवः इतिहासः विरचितो जातः।
2503,इस उड़ान में 10% इंडियन Bio-jet fuel का मिश्रण किया गया था I ऐसा पहली बार हुआ जब दोनों इंजनो में इस मिश्रण का इस्तेमाल किया गया |,"अस्मिन् उड्डयने प्रतिशतं दशमितस्य भारतीयस्य जैवजेट्-इन्धनस्य मिश्रणं कृतमासीत्
एषः हि प्रथमावसरः आसीद् यदा विमानस्य द्वयोः एव यन्त्रयोः एतद्-मिश्रणम् उपयुक्तम्।"
2504,"यही नहीं, लेह के जिस हवाई अड्डे पर इस विमान ने उड़ान भरी, वह न केवल भारत में, बल्कि दुनिया में सबसे ऊँचाई पर स्थित एयरपोर्ट में से एक है |","केवलमेतदेव नैव, लेहस्य यस्मात् विमानपत्तनात् एतेन विमानेन उड्डयनं विहितं तन्न केवलं भारतस्य, अपि तु विश्वस्यापि उच्चतमेषु विमानपत्तनेषु अन्यतममस्ति।"
2505,"ख़ास बात ये है कि Bio-jet fuel को non-edible tree borne oil से तैयार किया गया है |
इसे भारत के विभिन्न आदिवासी इलाकों से खरीदा जाता है |",अत्र वैशिष्ट्यमिदमेव यत् एतस्मिन् अभियाने प्रयुक्तं जैवजेट्-इन्धनं खाद्येतर-पादपानां तैलैः निर्मितं यद्धि भारतस्य विविधैः आदिवासिक्षेत्रैः क्रीयते।
2506,"इन प्रयासों से न केवल carbon के उत्सर्जन में भी कमी आएगी, बल्कि कच्चे-तेल के आयात पर भी भारत की निर्भरता कम हो सकती है |","एतादृशैः प्रयासैः न केवलं कार्बन्-इति प्राङ्गारस्य उत्सर्जनं न्यूनतरं भविष्यति, अपि तु अपरिष्कृत-तैलस्य आयाते भारतस्य निर्भरता अपि अल्पतरा भवितुमर्हति।"
2507,मैं इस बड़े कार्य में जुड़े सभी लोगो को बधाई देता हूँ |,अमुना महता प्रयोगेण सम्बद्धान् सर्वान् अहं वर्धापयामि
2508,"विशेष रूप से CSIR, Indian Institute of Petroleum, Dehradun के वैज्ञानिकों को, जिन्होनें bio-fuel से विमान उड़ाने की तकनीक को संभव कर दिया |",विशेषरूपेण ‘सी.एस्.आई.आर्.’-इत्यस्य  देहरादूनस्य भारतीय-पैट्रोलियम्-संस्थानस्य  च वैज्ञानिकाः प्रशंसार्हाः सन्ति यैः जैव-इन्धनेन प्रविधिः सम्भावितः।
2509,"उनका ये प्रयास, Make in India को भी सशक्त करता है Iमेरे प्यारे देशवासियो, हमारा नया भारत, अब पुराने approach के साथ चलने को तैयार नहीं है |","अस्माकं नवभारतम् इदानीं पुरातनेन अभिगमेन चलितुं नास्ति सिद्धम्।
"
2510,"खासतौर पर, New India की हमारी बहनें और माताएँ तो आगे बढ़कर उन चुनौतियों को अपने हाथों में ले रही हैं जिनसे पूरे समाज में, एक सकारात्मक परिवर्तन देखने को मिल रहा है |","विशेषरूपेण नवभारतस्य अस्माकं भगिन्यः मातरश्च, अग्रेसृत्य समाह्वानानि स्वीकुर्वन्त्य:
 सन्ति येन सम्पूर्णे समाजे सकारात्मक-परिवर्तनानि दृश्यन्ते।"
2511,"बिहार के पूर्णिया की कहानी, देश-भर के लोगों को प्रेरणा से भर देने वाली है |","बिहारस्य पूर्णिया-जनपदस्य कथा देशवासिभ्य:
 प्रेरणाप्रदात्री अस्ति‌।"
2512,"ये, वो इलाका है जो दशकों से बाढ़ की त्रासदी से जूझता रहा है |","एतद्धि तच्छेत्रं यत् दशकेभ्य:
 जलाप्लावस्थितिं सम्मुखीकरोति।"
2513,"मगर इन्हीं परिस्थितियों में पूर्णिया की कुछ महिलाओं ने एक अलग रास्ता चुना I साथियो, पहले इस इलाके की महिलाएं, शहतूत या मलबरी के पेड़ पर रेशम के कीड़ों से कोकून (Cocoon) तैयार करती थीं जिसका उन्हें बहुत मामूली दाम मिलता था |","परम् एतादृशीषु स्थितिषु पूर्णियाजनपदस्य कतिपय-महिलाभि: पृथग् एक: पूर्वम् अस्य क्षेत्रस्य महिलाः शहतूत वा मलबरी- इत्यनयो: वृक्षयो: प्राप्त-कौशेय-कीटेभ्य:
 कोकून-इति पदार्थं निर्मान्ति स्म यस्य अत्यल्पं धनं ता:"
2514,"जबकि उसे खरीदने वाले लोग, इन्हीं कोकून से रेशम का धागा बना कर मोटा मुनाफा कमाते थे |",कौशेयसूत्रं निर्माय प्रभूतम् अर्जयन्ति स्म
2515,"लेकिन, आज पूर्णिया की महिलाओं ने एक नई शुरुआत की और पूरी तस्वीर ही बदल कर के रख दी I इन महिलाओं ने सरकार के सहयोग से, मलबरी-उत्पादन समूह बनाए |","
परमद्य पूर्णिया-जनपदस्य महिलाभि:"
2516,"पूर्णिया के कई गावोँ के किसान दीदीयाँ, अब न केवल साड़ियाँ तैयार करवा रही हैं, बल्कि बड़े मेलों में, अपने स्टाल लगा कर बेच भी रही हैं I एक उदाहरण कि - आज की महिला नई शक्ति, नई सोच के साथ किस तरह नए लक्ष्यों को प्राप्त कर रही हैं Iमेरे प्यारे देशवासियो, हमारे देश की महिलाओं, हमारी बेटियों की उद्यमशीलता, उनका साहस, हर किसी के लिए गर्व की बात है |","सज्जीकारयन्ति अपि तु बृहृन्मेलकेषु स्वीयापणानि प्रतिष्ठाप्य विक्रयणमपि कुर्वन्ति‌
एतत् एकम् उदाहरणं यत् अद्यतना नवमहिलाशक्ति:।अस्माकं देशवासिनीनां महिलानां कन्यानाञ्च उद्यमशीलता, तासां साहसिकता च ननु गौरवाय एव
"
2517,अपने आस पास हमें अनेकों ऐसे उदाहरण मिलते हैं |,आत्मानं परित: नैकानि एतादृशानि उदाहरणानि भवन्ति।
2518,"जिनसे पता चलता है कि बेटियाँ किस तरह पुरानी बंदिशों को तोड़ रही हैं, नई ऊँचाई प्राप्त कर रही हैं |", यै: ज्ञानं भवति यत् कथं कन्या: प्राचीनावरोधान् अतिक्रम्य नवशिखराणि प्राप्नुवन्ति।
2519,"मैं, आपके साथ, बारह साल की बेटी काम्या कार्तिकेयन की उपलब्धि की चर्चा जरुर करना चाहूँगा |","पुत्र्या:
 काम्या-कार्तिकेयन्-नामधेयाया:अवश्यं चर्चां कर्तुम् इच्छामि।"
2520,"काम्या ने, सिर्फ, बारह साल की उम्र में ही Mount Aconcagua, उसको फ़तेह करने का कारनामा कर दिखाया है |","
काम्यया केवलं द्वादश्यां वयसि एव mount aconcagua इति पर्वतशृङ्खला समारूढा।"
2521,"ये, दक्षिण अमेरिका में ANDES पर्वत की सबसे ऊँची चोटी है, जो लगभग 7000 meter ऊँची है |","एतत्  दक्षिणामेरिकायां ANDES -इति पर्वतस्य सर्वोन्नतं  शिखरम् अस्ति यद्धि प्राय:
 सप्तसहस्र-मीटरपरिमितं उच्छ्रितं वर्तते।"
2522,"हर भारतीय को ये बात छू जायेगी कि जब इस महीने की शुरुआत में काम्या ने चोटी को फ़तेह किया और सबसे पहले, वहाँ, हमारा तिरंगा फहराया |","प्रत्येकं भारतीयस्य मन:
स्पर्शिनी इयं वार्ता, यदा अस्य मासस्य प्रारम्भे काम्यया पर्वतशिखरमारुह्य सर्वप्रथमं तत्र अस्माकीन:"
2523,"मुझे यह भी बताया गया है कि देश को गौरवान्वित करने वाली काम्या, एक नये Mission पर है, जिसका नाम है ‘Mission साहस’ |","अहं सूचित: यत् देशाय गौरवप्रदात्री काम्या एकस्मिन् नूतने सङ्कल्पे अस्ति यस्य नामास्ति ""Mission-साहस"" इति।"
2524,इसके तहत वो सभी महाद्वीपों की सबसे ऊँची चोटियों को फ़तेह करने में जुटी है |,अस्यान्तर्गतं सा सर्वमहाद्वीपानां सर्वोन्नतशिखराणि आरोढुं प्रयतिष्यते।
2525,इस अभियान में उसे North और South poles पर Ski भी करना है |,"अस्मिन् अभियाने सा उत्तरदक्षिणध्रुवयो:
 ski-इति हिमक्रीडामपि कर्तुम् इच्छति।"
2526,मैं काम्या को ‘Mission साहस’ के लिए अपनी शुभकामनाएं देता हूँ |,"अहं काम्यायै ""मिशन-साहस""-इत्यस्य कृते शुभकामना:
 प्रकटयामि।"
2527,"वैसे, काम्या की उपलब्धि सभी को fit रहने के लिए भी प्रेरित करती है |","उपलब्धि:
 सर्वान् सुस्वस्थान् स्थातुं प्रेरयति।"
2528,"इतनी कम उम्र में, काम्या, जिस ऊँचाई पर पहुंची है, उसमें fitness का भी बहुत बड़ा योगदान है |",अस्मिन् लघु वयसि काम्या यानि शिखराणि प्राप्तवती तत्र fitness इति शारीरिकसौष्ठवस्य वर्तते महती भूमिका।
2529,"A Nation that is fit, will be a nation that is hit.",A nation that is fit will be a nation that is hit.
2530,"यानी जो देश fit है, वो हमेशा hit भी रहेगा |",सर्वदा कीर्तिमान्‌ भविष्यति
2531,वैसे आने वाले महीने तो adventure Sports के लिए भी बहुत उपयुक्त हैं |,"
आगामि-मासा: तु साहसिकक्रीडाभ्य:
 अपि उपयुक्ता:।"
2532,भारत की geography ऐसी है जो हमारे देश में adventure Sports के लिए ढेरों अवसर प्रदान करती है |,भारतस्य भौगोलिकता एवंप्रकारिका अस्ति या अस्माकं देशे साहसिकक्रीडार्थं अस्मभ्यं नैकान् अवसरान् प्रददाति।
2533,"एक तरफ जहाँ ऊँचे - ऊँचे पहाड़ हैं तो वहीँ दूसरी तरफ, दूर-दूर तक फैला रेगिस्तान है |","सन्ति, तर्हि अपरत:
 सुदूरं यावत् विस्तृता मरुभूमि:"
2534,"एक ओर जहाँ घने जंगलों का बसेरा है, तो वहीँ दूसरी ओर समुद्र का असीम विस्तार है |","यत्र सघन-वनक्षेत्राणि तर्हि अपरत:
 समुद्रस्य असीमविस्तर:।"
2535,"इसलिए मेरा आप सब से विशेष आग्रह है कि आप भी, अपनी पसंद की जगह, अपनी रूचि की activity चुनें और अपने जीवन को adventure के साथ जरूर जोड़ें |","अपि स्वरुच्यनुसारं क्रियाकलापं चिन्वन्तु, स्वजीवने साहसिकतां च योजयन्तु
"
2536,"ज़िन्दगी में adventure तो होना ही चाहिए ना !वैसे साथियो, बारह साल की बेटी काम्या की सफलता के बाद, आप जब, 105 वर्ष की भागीरथी अम्मा की सफलता की कहानी सुनेंगे तो और हैरान हो जाएंगे |","जीवने साहसिकं तु किमपि भवेद् एव!  भागीरथी-अम्बाया:
 कथां श्रोष्यन्ति तदा इतोsपि समधिकाः आश्चर्यचकिता:"
2537,"साथियो, अगर हम जीवन में प्रगति करना चाहते हैं, विकास करना चाहते हैं, कुछ कर गुजरना चाहते हैं, तो पहली शर्त यही होती है, कि हमारे भीतर का विद्यार्थी, कभी मरना नहीं चाहिए |","यदि वयं जीवने प्रगतिम् इच्छाम:
, विकासम् इच्छाम:"
2538,"हमारी 105 वर्ष की भागीरथी अम्मा, हमें यही प्रेरणा देती है |",अस्माकं पञ्चाधिकैकशतं वर्षीया भागीरथी-अम्बा अस्मभ्यम् एतदेव प्रेरयति।
2539,अब आप सोच रहे होंगे कि भागीरथी अम्मा कौन है ?,"स्यु:
 का एषा भागीरथी-अम्बा?"
2540,भागीरथी अम्मा kerala के kollam में रहती है |,भागीरथी अम्बा केरलान्तर्गते कोल्लम्-स्थाने निवसति।
2541,बहुत बचपन में ही उन्होंने अपनी माँ को खो दिया |,शैशवावस्थायामेव तस्या:माता दिवङ्गतासीत्।
2542,छोटी उम्र में शादी के बाद पति को भी खो दिया |,"
अल्पीयसि वयसि विवाह:पतिःअपि दिवङ्गत:।"
2543,"लेकिन, भागीरथी अम्मा ने अपना हौसला नहीं खोया, अपना ज़ज्बा नहीं खोया |","
परं भागीरथ्यम्बया स्वात्मविश्वास:, कर्मठता न परित्यक्ता।"
2544,दस साल से कम उम्र में उन्हें अपना school छोड़ना पड़ा था |,"
दशवर्षीयाया:अवस्थाया: पूर्वमेव अनिच्छया विद्यालय:त्यक्त:।"
2545,105 साल की उम्र में उन्होंने फिर school शुरू किया |,"पञ्चाधिकैकशतं वयसि विद्यालयीयम् अध्ययनं समारब्धम्।
"
2546,इतनी उम्र होने के बावजूद भागीरथी अम्मा ने level-4 की परीक्षा दी और बड़ी बेसब्री से result का इंतजार करने लगी |,"अस्मिन् प्रौढवयसि भागीरथ्या अम्बया चतुर्थस्तरीया परीक्षा विलिखिता, साकाङ्क्षं परिणामाय अपि प्रतीक्षां कृतवती।"
2547,उन्होंने परीक्षा में 75 प्रतिशत अंक प्राप्त किए |,सा परीक्षायां प्रतिशतं पञ्चसप्ततिमितान् अङ्कान् प्राप्तवती।
2548,आगे की परीक्षाएं देना चाहती हैं |,अग्रेऽपि सा परीक्षा: लेखितुम् इच्छति।
2549,"ज़ाहिर है, भागीरथी अम्मा जैसे लोग, इस देश की ताकत हैं |","स्पष्टमेव भागीरथी-अम्बा-सदृशा:जना:
 अस्य देशस्य शक्तित्वेन विराजन्ते।"
2550,प्रेरणा की एक बहुत बड़ी स्रोत हैं |, प्रेरणाया: स्रोतांसि विद्यन्ते।
2551,मैं आज विशेष-रूप से भागीरथी अम्मा को प्रणाम करता हूँ |,"अहमद्य विशेषरूपेण भागीरथीम् अम्बां प्रणमामि
मित्राणि!"
2552,"साथियों, जीवन के विपरीत समय में हमारा हौसला, हमारी इच्छा-शक्ति किसी भी परिस्थिति को बदल देती है |","जीवनस्य विपरीतसमये अस्माकं आत्मविश्वास:
 अस्माकम् इच्छाशक्तिश्च कामपि परिस्थितिं परिवर्तयितुं शक्नोति।"
2553,"अभी हाल ही में, मैंने, media में एक ऐसी story पढ़ी जिसे मैं आपसे जरुर share करना चाहता हूँ |","सम्प्रति एव मया सञ्चारमाध्यमेषु एकं वृत्तं पठितम् यदहं भवद्भि:
 सह चर्चयितुम् इच्छामि।"
2554,ये कहानी है मुरादाबाद के हमीरपुर गाँव में रहने वाले सलमान की |,एषा कथास्ति मुरादाबादस्य हमीरपुर- वास्तव्यस्य सलमानस्य।
2555,"सलमान, जन्म से ही दिव्यांग हैं |",सलमान: जन्मना एव दिव्याङ्ग:।
2556,"उनके पैर, उन्हें साथ नहीं देते हैं |",तस्य पादौ असहयोगिनौ।
2557,इस कठिनाई के बावजूद भी उन्होंने हार नहीं मानी और खुद ही अपना काम शुरू करने का फैसला किया |,"परमस्यां कठिनावस्थायाम् अपि पराजयं नैव स्व्यकरोत्,
स्वकीयं कार्यम् आरब्धुं सङ्कल्पितवान्।"
2558,"साथ ही, ये भी निश्चय किया कि, अब वो, अपने जैसे दिव्यांग साथियों की मदद भी करेंगे |","सहैव एतदपि निर्णीतवान् यत् अन्यदिव्याङ्गानाम् अपि सहायतां करिष्यामीति।
"
2559,"फिर क्या था, सलमान ने अपने ही गाँव में चप्पल और detergent बनाने का काम शुरू कर दिया |","तत: सलमानेन स्वीये ग्रामे एव पादत्राण-निर्माणं detergent-इति फेनकचूर्ण-निर्माणं च समारब्धम्।
"
2560,"देखते-ही-देखते, उनके साथ 30 दिव्यांग साथी जुड़ गए |",क्रमश: त्रिंशत् दिव्याङ्गा: कर्मणि योजिता:।
2561,आप ये भी गौर करिए कि सलमान को खुद चलने में दिक्कत थी लेकिन उन्होंने दूसरों का चलना आसान करने वाली चप्पल बनाने का फैसला किया |,स:अन्येषां चलने सौख्यप्रदात्रीं पादरक्षां निर्मातुं निर्णीतवान्।
2562,"खास बात ये है कि सलमान ने, साथी दिव्यांगजनों को खुद ही training दी |",विशिष्टमेतदपि यत् सलमान: सहकर्मिणां प्रशिक्षणं स्वयमेव कृतवान्।
2563,अब ये सब मिलकर manufacturing भी करते हैं और marketing भी |,"इदानीम् एते सर्वे मिलित्वा निर्माणम् अपि कुर्वन्ति निर्मितानां च प्रचारात्मिकां विक्रयणव्यवस्थाम् अपि कल्पयन्ति।
"
2564,"अपनी मेहनत से इन लोगों ने, ना केवल अपने लिए रोजगार सुनिश्चित किया बल्कि अपनी company को भी profit में पहुंचा दिया |",स्वीयपरिश्रमेण न केवलं वृत्तय:
2565,"अब ये लोग मिलकर, दिनभर में, डेढ़-सौ (150) जोड़ी चप्पलें तैयार कर लेते हैं |","इदानीम् एते सर्वे मिलित्वा दिवसे पञ्चाशदधिकैकशतं युगलपादरक्षा:
 निर्मान्ति।"
2566,"इतना ही नहीं, सलमान ने इस साल 100 और दिव्यांगो को रोजगार देने का संकल्प भी लिया है |","न एतेन अलं, सलमानेन अस्मिन् वर्षे इतोsपि शतं दिव्याङ्गेभ्य: 
वृत्तिं प्रदातुं सङ्कल्पितम्।"
2567,"मैं इन सबके हौंसले, उनकी उद्यमशीलता को, salute करता हूँ |",अहम् एतेषां दृढेच्छाशक्तिं उद्यमशीलतां च नौमि।
2568,"ऐसी ही संकल्प शक्ति, गुजरात के, कच्छ इलाके में, अजरक गाँव के लोगों ने भी दिखाई है |","एतादृशी एव सङ्कल्पशक्ति:, गुजरातस्य कच्छप्रदेशस्य अज़रक-ग्रामवासिभि:।"
2569,"साल 2001 में आए विनाशकारी भूकंप के बाद सभी लोग गाँव छोड़ रहे थे, तभी, इस्माइल खत्री नाम के शख्स ने, गाँव में ही रहकर, ‘अजरक print’ की अपनी पारंपरिक कला को सहेजने का फैसला लिया |","एकाधिक-द्विसहस्रतमे वर्षे यदा विनाशकारि-भूकम्पानन्तरं सर्वे ग्रामं त्यक्त्वा गच्छन्त:
 आसन् तदा इस्माइल-खत्री नामधेयेन ग्रामे स्थित्वा ""अज़रक-प्रिण्ट"" इति पारम्परिक-कला-संरक्षणाय सङ्कल्पितम्।"
2570,"फिर क्या था, देखते-ही-देखते प्रकृति के रंगों से बनी ‘अजरक कला’ हर किसी को लुभाने लगी और ये पूरा गाँव, हस्तशिल्प की अपनी पारंपरिक विधा से जुड़ गया |","तदनन्तरं दर्शं दर्शं प्रकृतिवर्णनिर्मिता कला एषा ‌सर्वेषां मनांसि आकृष्टवती, फलत:"
2571,"गाँव वालों ने, ना केवल सैकड़ों वर्ष पुरानी अपनी इस कला को सहेजा, बल्कि उसे, आधुनिक fashion के साथ भी जोड़ दिया |","न केवलं सहस्रवर्षप्राचीना कला संरक्षिता अपि तु, अद्यतनया वस्त्राधानपद्धत्यापि संयुक्तीकृता।
"
2572,"अब बड़े-बड़े designer, बड़े-बड़े design संस्थान, ‘अजरक print’ का इस्तेमाल करने लगे हैं |","इदानीं प्रसिद्धा: परिधानकलाकारा:
 चापि अज़रकमुद्रणं प्रयोक्तुं प्रभवा:।"
2573,गाँव के परिश्रमी लोगों की वजह से आज ‘अजरक print’ एक बड़ा brand बन रहा है |,ग्रामस्य श्रमयुतानां जनानां कारणेन ‘अज़रकप्रिण्ट’-इति अद्यत्वे प्रसिद्धनाम सञ्जातम्।
2574,दुनिया के बड़े खरीदार इस print की तरफ आकर्षित हो रहे हैं |,"विश्वस्य प्रमुखवस्त्रक्रेतार:
 अस्मै मुद्रणाय रुचिमन्त:।"
2575,"मेरे प्यारे देशवासियो, हाल ही में देशभर में महा-शिवरात्रि का पर्व मनाया गया है |","मम प्रियाः देशवासिनः, नातिचिरं सम्पूर्णेsपि देशे महा-शिवरात्रि-पर्व आमानितम्।"
2576,भगवान शिव और माता पार्वती का आशीर्वाद देश की चेतना को जागृत किये हुए हैं |,भगवतः शिवस्य मातुः पार्वत्याः चाशीर्वादः देशस्य चेतनां सततं जागृतां सन्धारयन् अस्ति।
2577,"महा-शिवरात्रि पर भोले बाबा के आशीर्वाद आप पर बना रहे, आपकी हर मनोकामना शिवजी पूरी करें, आप ऊर्जावान रहें, स्वस्थ रहें, सुखी रहें और देश के प्रति अपने कर्तव्यों का पालन करते रहें |","महाशिवरात्रिपर्वणि भोले बाबा भगवतः आशीर्वादः भवत्सु सततं स्यात्, भवतां भवतीनाञ्च प्रत्येकमपि मनोकामनां परेशः शिवः प्रपूरयेत्, भवन्तः ऊर्जावन्तः भवन्तु, स्वस्थाः स्युः, सुखिनो भवन्तु तथा च, देशस्य कृते स्वीयानि कर्तव्यानि परिपालयन्तो भवन्तु।"
2578,"साथियो, महा-शिवरात्रि के साथ ही वसंत ऋतु की आभा भी दिनोदिन अब और बढ़ती जायेगी |","सखायः, महाशिवरात्रि-पर्वणा साकमेव वसन्तर्तोः आभापि अनुदिनम् इतः परम् समधिकम् एधिता।"
2579,आने वाले दिनों में होली का भी त्योहार है इसके तुरंत बाद गुड़ी-पड़वा भी आने वाला है |,"आगामिषु दिनेषु होलिकोत्सवः अपि वर्तते, तदनुपदमेव गुड़ी-पड़वा अपि आगन्ता।"
2580,नवरात्रि का पर्व भी इसके साथ जुड़ा होता है |,नवरात्रि-पर्व अपि अमुना संयुक्तमेव भवति।
2581,राम-नवमीं का पर्व भी आएगा |,रामनवमी-पर्व अपि आगन्ता।
2582,"पर्व और त्योहार, हमारे देश में सामाजिक जीवन का अभिन्न हिस्सा रहे हैं |","पर्वाणि उत्सवाः च, अस्मदीये देशे सामाजिक-जीवनस्य अभिन्नाङ्गत्वेन प्रवर्तमानाः सन्ति।"
2583,"हर त्योहार के पीछे कोई-न-कोई ऐसा सामाजिक संदेश छुपा होता है जो समाज को ही नहीं, पूरे देश को, एकता में, बाँधकर रखता है |","प्रत्येकमपि पर्वणः पृष्ठभूमौ कश्चन एतादृशः सामाजिक-सन्देशः अन्तर्निहितोsस्ति यो न केवलं समाजं, कृत्स्नमपि देशम्, एकता-सूत्रेण बद्ध्वा, सन्धारयति।"
2584,होली के बाद चैत्र शुक्ल-प्रतिपदा से भारतीय विक्रमी नव-वर्ष की शुरुआत भी होती है |,होलिकोत्सवानन्तरं चैत्र-मासे शुक्ल-पक्षे प्रथमा-तिथितः भारतीयं नूतनं विक्रम-वर्षमपि आरभते।
2585,"उसके लिए भी, भारतीय नव-वर्ष की भी, मैं आपको अग्रिम शुभकामनायें देता हूँ |","तदर्थमपि, भारतीय-नव-वर्षस्य कृतेsपि, अहं भवद्भ्यः अग्रिमाः शुभकामनाः व्याहरामि।"
2586,"मेरे प्यारे देशवासियो, अगली ‘मन की बात’ तक तो मुझे लगता है शायद विद्यार्थी परीक्षा में व्यस्त होंगें |","मम प्रियाः देशवासिनः, आगामि-‘मनोगतम्’- यावत्तु, मां प्रतिभाति, कदाचित् विद्यार्थिनः परीक्षासु व्यापृताः भवितारः।"
2587,"जिनकी परीक्षा पूरी हो गई होगी, वो मस्त होंगें |","येषां यासाञ्च परीक्षा पूर्णा, ते आनन्द-मग्नाः भवेयुः।"
